source,파일형식,공고 번호,공고 차수,발주 기관,사업명,사업 금액,입찰 참여 시작일,입찰 참여 마감일,content,body_length,chunk_index,total_chunks
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

과업수행 중 정보통신망 또는 정보시스템에 허가 없이 접속 하거나 무단으로 정보를 수집할 수 있는 비인가 프로그램을 설치하거나 그러한 행위에 악용될 수 있는 정보통신망 또는 정보시스템의 약점을 고의로 생성 또는 방치하는 행위 등을 금지한다.
사업자는 지식재산권의 활용을 위하여 SW산출물의 반출을 요청할 수 있으며, 발주기관에서는 「보안업무규정」 제4조 및 제안요청서에 명시된 누출금지정보에 해당하지 않을 경우 SW산출물을 제공함.(단 공급자는 아래 내용을 준수하여야 함)
- 사업자는 공급받은 SW산출물에 대하여 제안요청서, 계약서 등에 누출금지정보로 명시한 정보를 삭제하고 활용하여야 하며, 이를 확인하는 사업자 대표명의의 확약서를 발주기관에 제출하여야 함
- 사업가 반출된 SW산출물을 제3자에게 제공하려는 경우 반드시 발주기관으로부터 사전승인을 받아야 함
- 발주기관은 공급자가 제공받은 SW산출물을 무단으로 유출하거나 누출되는 경우 및 누출금지정보를 삭제하지 않고 활용하는 경우에는 「지방계약법 시행령」제92조에 따라 부정당업자로 입찰참가자격 제한 등 관련조치를 취함
과업 수행과정에서 취득한 자료와 정보에 관하여 과업수행 중은 물론 과업 완료 후에도 이를 외부에 유출해서는 안 되며, 과업종료 시 감독관의 입회하에 완전 폐기 또는 반납해야 한다.
생성되는 모든 로그(접속 기록, 에러 기록 등) 1년 이상 저장해야 한다.
제안요청서에 기재되지 않은 정보보안 관련사항은 관련법령, 지침 등을 준수한다.
5. 교육 및 기술지원
교육지원
- 사업자는 구축된 시스템의 효율적인 운영·관리를 위해 발주자의 관리자 및 담당자를 대상으로 교육을 실시하여야 한다.
- 기타 시스템 구축 및 운영상 필요하다고 판단되어 발주자가 교육을 요구할 경우 사업자는 이에 성실히 응하여야 한다.
- 사업자는 교육교재, 기자재 및 출장비 등 교육에 소요되는 제반비용 일체를 부담하여야 한다.
- 교육내용 및 방법에 대한 구체적인 사항은 상호 협의하여 진행한다.
기술지원
- 사업자는 관련 분야의 정보기술을 발주자에게 지속적으로 정보를 제공하며, 발주자의 기술 자문에 대해 성실히 응하여야 한다.
- 시스템을 확장 또는 타 시스템과 연계하고자 할 경우 관련기술을 지원하여야 한다.
- 기술지원 범위 및 방법에 대한 구체적인 사항은 상호 협의하여 진행한다.
6. 검사 및 검수방법",1151,6,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

- 시스템을 확장 또는 타 시스템과 연계하고자 할 경우 관련기술을 지원하여야 한다.
- 기술지원 범위 및 방법에 대한 구체적인 사항은 상호 협의하여 진행한다.
6. 검사 및 검수방법
검사 및 검수는 계약체결 시 규정한 요구사항, 적법프로그램 사용 여부 등 과업에 대한 전반적인 내용을 대상으로 한다.
사업자는 검수 전 시스템 정상가동 여부를 테스트하여야 하며, 이상이 없을 경우 관련서류를 증빙하여 발주자에게 검수 요청하여야 한다.
사업자는 발주자 감독관 입회 하에 과업에 대한 검사·검수를 받아야 하며 지적사항이 발생할 경우 사업자는 이를 즉시 개선하여야 한다.
7. 하자보수
본 사업의 하자담보책임기간은 사업을 종료한 날(사업에 대한 시험 및 검사를 수행하여 최종 산출물을 인도한 날)부터 1년으로 한다.
하자보수 기간 내 시스템의 하자가 발생될 경우 즉시 보완하여야 한다.
8. 기타사항
본 과업을 수행하기 위해 필요한 제반사항은 관련법령 등을 종합 검토하여 발주자의 지시에 따라 처리하여야 한다.
본 과업을 수행하면서 제3자의 면허, 특허권, 등록된 의장권, 저작권, 공업소유권, 지적재산권 및 기타 제3자의 권리대상으로 되어있는 것을 사용하거나 권리를 침해하여 발생되는 모든 문제와 소송으로부터 발주자는 전적으로 면책되며, 사업자의 책임으로 한다.
본 과업과 관련하여 사업자가 개발한 모든 성과물의 지식재산권(2차 저작물, 편집저작물 포함)은 발주자와 사업자가 공동으로 소유한다.
IV
제안요청 내용
항 총괄표
순서
구분
설명
1
시스템 장비 구성 요구사항
(ECR,Equipment
Composition Requirement)
목표사업수행을 위해 필요한 하드웨어, 소프트웨어, 네트워크 등의 시스템 장비 구성에 대한 요구사항을 기술함
2
기능 요구사항
(SFR,System Function
Requirement)
목표시스템이 반드시 수행하여야 하거나 목표시스템을 이용하여 사용자가 반드시 수행할 수 있어야하는 기능(동작)에 대하여 기술함
3
성능 요구사항
(PER,Performance
Requirement)
목표 시스템의 처리속도 및 시간, 처리량, 가용성 등 성능에 대한 요구사항을 기술함
4
인터페이스 요구사항
(SIR, System Interface
Requirement)
목표시스템과 외부를 연결하는 시스템 인터페이스와 사용자 인터페이스에 대한 요구사항을 기술함
5
데이터 요구사항
(DAR,Data Requirement)",1199,7,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

4
인터페이스 요구사항
(SIR, System Interface
Requirement)
목표시스템과 외부를 연결하는 시스템 인터페이스와 사용자 인터페이스에 대한 요구사항을 기술함
5
데이터 요구사항
(DAR,Data Requirement)
목표 시스템의 서비스에 필요한 초기자료 구축 및 데이터 변환을 위한 대상, 방법, 보안이 필요한 데이터 등 데이터를 구축하기 위해 필요한 요구사항을 기술함
6
테스트 요구사항
(TER,Test Requirement)
구축된 시스템이 목표 대비 제대로 운영되는지 테스트하고 점검하기 위한 요구사항을 찾아내어 기술함
7
보안요구사항
(SER,Security Requirement)
정보 자산의 기밀성과 무결성을 확보하기 위해 목표 시스템의 데이터 및 기능, 운영 접근을 통제하기 위한 요구사항을 기술함
8
품질요구사항
(QUR,Quality Requirement)
목표 사업의 원활한 수행 및 운영을 위해 관리가 필요한 품질 항목, 품질 평가 대상 및 목표에 대한 요구사항을 기술
9
제약사항
(COR,Constraint Requirement)
목표시스템 설계, 구축, 운영과 관련하여 사전에 파악된 기술·표준·업무·법제도 등 제약조건 등을 파악하여 기술함
10
프로젝트 관리 요구사항
(PMR,Project Mgmt. Requirement)
프로젝트의 원활한 수행을 위한 관리 방법 및 추진 단계별 수행방안에 대한 요구사항을 기술함
11
프로젝트 지원 요구사항
(PSR, Project Support Requirement)
향후 프로젝트의 수행을 위해 필요한 지원사항 및 방안에 대한 요구사항을 기술함
2. 요구사항 상세
시스템 장비 구성 요구사항 (ECR,Equipment Composition Requirement)
요구사항 번호
ECR-001
요구사항 분류
시스템 장비구성 요구사항
요구사항 명칭
제공 시스템 환경 준수
요구사항
상세설명
정의
예약 시스템 개발을 위한 하드웨어 장비구성에 대한 요구사항
세부
내용
○ 계약상대자는 발주자가 제공하는 시스템환경 (서버, 네트워크 등의 인프라)을 활용하여 사업을 추진 및 진행하여야 한다.
○ 현장예약은 발주처에서 기존 운영 중인 키오스크에 연계되어 개발 되어야 한다.
요구사항 번호
ECR-002
요구사항 분류
시스템 장비구성 요구사항
요구사항 명칭
요구사항
상세설명
정의
예약 시스템 개발을 위한 기존 안양도시공사 현황
세부
내용",1187,8,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

○ 현장예약은 발주처에서 기존 운영 중인 키오스크에 연계되어 개발 되어야 한다.
요구사항 번호
ECR-002
요구사항 분류
시스템 장비구성 요구사항
요구사항 명칭
요구사항
상세설명
정의
예약 시스템 개발을 위한 기존 안양도시공사 현황
세부
내용
안양시청 클라우드 스펙 입력
시스템 기능 요구사항 (SFR,System Function Requirement)
요구사항 번호
SFR-001
요구사항 분류
시스템 기능 요구사항
요구사항 명칭",242,9,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

요구사항
상세설명
정의
예약 시스템의 시스템 기능에 대한 공통적인 적용 요구사항
세부
내용
○ 운영 중인 안양도시공사 홈페이지 환경으로 예약 시스템을 구축하여야 한다.
○ 입장 시 입장가능시간을 시스템 환경설정에서 설정가능 해야 하며, 이에 따라 입장가능여부를 시스템이 판단하여 입장거부 및 허용처리가 되어야 한다.
○ 할인적용의 편의 기능을 제공해야 한다. 무인발권시스템 등 비대면 자동화 시스템에서 할인 내역에 대한 관리가 가능해야 하며, 공공시설즉시감면서비스와 연계 하여 자동할인 기능을 제공해야 한다.
○ 모든 비대면 자동화 시스템 프로그램은 단위 업무별로 모듈화 되어야 하고, 운영자가 쉽게 이해할 수 있도록 설계해야 한다.
○ 시설을 이용하는 고객 및 회원의 시설을 이용하기 위한 절차를 비대면 자동화시스템 통해 처리할 수 있으며, 안양도시공사 홈페이지, 키오스크와 상호 연계를 통하여 이루어져야 한다.
○ 시설의 자동화 시스템 관리.운영 현황을 실시간으로 파악할 수 있도록 하는 각종 통계정보를 예약 시스템에서 구현하여 운영의 편리성 및 업무 효율성을 보다 높이도록 한다.
○ 안양도시공사에서 호계체육관 예약 시스템을 위한 공공시설즉시감면서비스를 제공하고 예약 시스템과 연계하여야 한다.
○ 안양도시공사 시설이용 관련 운영기준 반영
- 운영 기준에 모든 이용 고객은 회원가입(본인인증) 후 이용을 해야 한다.
- 회원가입이 불가한 고객은 관리자를 통해 회원가입(본인인증) 후 이용하도록 한다.
- 향후 고객데이터 관리 및 감면/할증 적용을 위한 가입 요청
- 회원가입을 거부하는 고객에 대한 대처방안 고려
- 키오스크는 현장 당일 예약 이용 가능하도록 프로세스 도입
○ 「모바일 전자정부 서비스 관리 지침」 준수하여 모바일 환경에서 서비스 이용이 원활하도록 지원하여야 한다.
요구사항 번호
SFR-002
요구사항 분류
시스템 기능 요구사항
요구사항 명칭
능 요구사항
요구사항
상세설명
정의
예약 시스템의 시스템 기능에 대한 세부 통적인 적용 요구사항
세부
내용
○ 회원정보 관리(등록·수정·삭제·상태변경 등) 기능 제공
○ 2년간 이용 이력이 없는 회원은 이메일 통보 후 DB에서 완전 삭제해야 한다.
○ 주기적인 개인정보 활용 동의를 거쳐 회원이 본인의 정보가 목표 시스템에서 관리되고 있음을 인지할 수 있도록 동의 프로세스를 구현해야 한다.",1151,10,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

○ 2년간 이용 이력이 없는 회원은 이메일 통보 후 DB에서 완전 삭제해야 한다.
○ 주기적인 개인정보 활용 동의를 거쳐 회원이 본인의 정보가 목표 시스템에서 관리되고 있음을 인지할 수 있도록 동의 프로세스를 구현해야 한다.
○ 회원정보 등록 시 등록정보를 기준으로 중복회원이 발생하지 않도록 하고 운영 담당자가 확인하고 관리할 수 있도록 구현되어야 한다.
○ 회원검색 시 성명, 전화번호 뒷자리 등 운영담당자가 신속하게 회원을 관리할 수 있도록 다양한 화면에서 검색 기능을 제공한다.
요구사항 번호
SFR-003
요구사항 분류
시스템 기능 요구사항
요구사항 명칭
관리 기능 요구사항
요구사항
상세설명
정의
회원관리시스템의 매출(회계)관리 기능 요구사항
세부
내용
○ 당월, 당일에 대해 매출을 관리할 수 있도록 시스템화 되어야 하며, 실제 결제하는 직원이 마감할 수 있도록 담당자별 매출현황을 확인할 수 있어야한다.
○ 매출 통계와 통계양식은 발주기관에서 요구하는 통계양식을 최대한 반영하여 구현한다.
○ 매출 통계는 신뢰성을 검증할 수 있도록 운영 시설 등의 데이터를 검수할 수 있도록 대사(검증) 정보를 제공해야 한다.
요구사항 번호
SFR-004
요구사항 분류
시스템 기능 요구사항
요구사항 명칭
계관리 기능 요구사항
요구사항
상세설명
정의
예약 시스템의 각종 현황 및 통계관리 기능 요구사항
세부
내용
○ 각 시설별 발생하는 이용현황(월,일), 입장현황(시간대별), 매출현황 등 시설 운영에 필요한 다양한 운영 현황을 제공해야 한다.
○ 현황은 표와 그래프를 활용 운영담당자가 직관적으로 확인할 수 있어야 한다.
요구사항 번호
SFR-005
요구사항 분류
시스템 기능 요구사항
요구사항 명칭
능 요구사항
요구사항 상세
정의
예약 시스템의 결제관리 기능 요구사항
세부
내용
○ 각 시설은 마그네틱 방식을 개선하여 “여신전문금융업법”을 준수하는 IC카드로 결제 처리되도록 결제 시스템 개선에 필요한 제반 사항을 제안해야 한다.
※ 발주기관은 PG사, VAN사와 협의하여 개선에 필요한 계약사항을 갱신한다.
○ 안내창구 결제 IC인증결제가 가능해야 한다.
○ 모바일 간편 결제에 대한 시스템 도입을 제안해야 한다.
요구사항 번호
SFR-006
요구사항 분류
시스템 기능 요구사항
요구사항 명칭
스템 기능 요구사항
요구사항
상세설명
정의
의 키오스크 시스템 기능 요구사항
세부
내용
○ 사용자용 무인 예약 프로그램 기능 내역",1190,11,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

○ 모바일 간편 결제에 대한 시스템 도입을 제안해야 한다.
요구사항 번호
SFR-006
요구사항 분류
시스템 기능 요구사항
요구사항 명칭
스템 기능 요구사항
요구사항
상세설명
정의
의 키오스크 시스템 기능 요구사항
세부
내용
○ 사용자용 무인 예약 프로그램 기능 내역
- 당일 사용 및 예약 관리
○ 회원 및 비회원 입장객 입장에 대한 매출등록 및 결제
○ 외부 오프라인 PG 모듈을 이용하여 예약 및 결제관리
○ 각 디바이스를 제어하기 위한 인터페이스
○ 발권기 제어를 위한 환경 셋팅 및 출력물 변경 기능제공
○ 무인발권기 s/w 각 제어부 장비 방출기 등의 제어 통신과
관련한 통신 정보 log를 기록하는 기능을 제공
○ 무인발권 매표상품 및 회원이용/매출 정보는 홈페이지 시스템과 완벽하게 연동 구현
○ 중앙서버 data 정보관리 방식지원이 가능
※상세기능은 발주처와 협의후 진행
요구사항 번호
SFR-007
요구사항 분류
시스템 기능 요구사항
요구사항 명칭
기능 요구사항
요구사항
상세설명
정의
상세 기능 요구사항
세부
내용
○ 배드민턴장 및 탁구장 예약 시스템을 구분하여 구축
○ 예약기간을 관리자가 설정하면, 해당 기간이 도래했을 때 자동으로예약이 가능하도록 구축
○ 홈페이지에서는 당일예약이 되면 안되며, 현장 키오스크에서는 당일 예약이 가능해야함
○ 예약시 나오는 시간대는 관리자가 직접 설정이 가능해야 함
○ 관리자가 원활하게 휴무일을 지정할 수 있어야 하며, 해당 휴무일은 예약이 안되도록 구축
○ 즉시감면 대상자의 경우 감면대상자가 참여인력의 50%가 넘을 경우 감면적용
○ 계정별로 1일 1회로 예약을 제한
○ 예약 및 사용 신청 시 이용 코트(면) 당 입장인원 선택
○ 이용요금을 관리자가 설정 할수 있어야 하며, 관리자가 설정한 금액은 홈페이지와 키오스크에 동일하게 적용되어야 함
○ 사용일 기준 위약금 정책에 따라 결제취소 및 환불이 가능해야 하며, 당일 취소는 불가함
○ 시설별로 키오스크뿐 아니라 대형 화면을 통해 현재 이용 중인 시설의 사용 코트(면)을 안내 하는 화면을 구성해야 함
※상세기능은 발주처와 협의후 진행
성능 요구사항 (PER, Performance Requirement)
요구사항 번호
PER-001
요구사항 분류
항
요구사항 명칭
시스템 성능 일반사항
요구사항
상세설명
정의
의 시스템 성능에 대한 요구사항
세부
내용
○ 목표시스템의 성능을 고려하여 적절한 개발 방안 제시",1189,12,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

요구사항 번호
PER-001
요구사항 분류
항
요구사항 명칭
시스템 성능 일반사항
요구사항
상세설명
정의
의 시스템 성능에 대한 요구사항
세부
내용
○ 목표시스템의 성능을 고려하여 적절한 개발 방안 제시
○ 목표시스템에 대하여 안정적 운영지원 및 사용자 지원 방안을 제시
○ 목표시스템 개발 중 로그분석 또는 툴(도구)을 이용하여, 목표 시스템의 성능상태를 모니터링하고 성능 상 문제를 미리 파악하여 조치한 후 시스템을 오픈
요구사항 번호
PER-002
요구사항 분류
항
요구사항 명칭
시스템 자원사용률
요구사항
상세설명
정의
시스템 자원사용률에 대한 요구사항
세부
내용
○ 평균 CPU 사용률은 최대부하 시점에서도 90%를 넘지 않아야 함
○ 목표시스템은 정상운영 상태에서 CPU 사용률은 50% 이하로 해야 함
○ 목표시스템은 테스트 기간과 시험운영 기간에 CPU 및 메모리 사용률을 측정하며, 서비스 가동 시간 동안 사용률과 최대 부하 아래에서의 사용률을 측정
요구사항 번호
PER-003
요구사항 분류
항
요구사항 명칭
평균 처리시간 및 동시처리
요구사항
상세설명
정의
의 평균 처리시간 및 동시처리에 대한 요구사항
세부
내용
○ 시스템은 정상상태에서 100명 이상의 동시 로그인 사용자를 수용
○ 시스템은 정상상태에서 사용자의 건별 요청에 대한 처리를 3초 이내에 해야 함
○ 배치 작업상 자료가 큰 이미지(500KB 이상) 및 동영상 자료는 예외로 하되, 적정치 이상 걸리는 경우는 로직 분산을 검토하여 최대한 신속히 처리
요구사항 번호
PER-004
요구사항 분류
항
요구사항 명칭
오류 응답 시간 및 지연 경고
요구사항
상세설명
정의
의 오류 응답 시간 및 지연 경고 처리 요구사항
세부
내용
○ 사용자가 입력한 데이터 형식의 모든 오류는 사용자가 시스템에 정보를 입력한 시점부터 3초 이내에 관련 오류 메시지를 사용자에게 제시하며, 오류 메시지에 중요 정보(서버 설정 정보, 세션 정보, SQL정보 등)가 노출되지 않도록 적당한 에러 처리 로직을 구성
○ 데이터 처리 지연 시, 지연 메시지를 사용자에게 제시하며 UI는 modal 형태로 제공
○ 비정상적 응답시간, 오류, 과다한 자원할당이 발생하는 서비스를 도출하여 보완 실시
요구사항 번호
PER-005
요구사항 분류
항
요구사항 명칭
데이터베이스 질의응답시간
요구사항
상세설명
정의
의 데이터베이스 질의응답시간 처리 요구사항
세부
내용",1179,13,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

○ 비정상적 응답시간, 오류, 과다한 자원할당이 발생하는 서비스를 도출하여 보완 실시
요구사항 번호
PER-005
요구사항 분류
항
요구사항 명칭
데이터베이스 질의응답시간
요구사항
상세설명
정의
의 데이터베이스 질의응답시간 처리 요구사항
세부
내용
○ 데이터베이스의 모든 질의는 사용자가 요청하는 시간으로부터 3초 이내에 그 결과를 표출되어야 함
○ 대량의 데이터 로딩(통계, 검색, 이미지 등), 사용자 숫자가 동시 사용자 용량의 90%를 초과하는 경우에는 적용되지 않음
○ 사용자 행위분석을 통하여 평균 서버 응답시간(Avg, Response Time)이 3초 이내여야 하며, 사용편의성을 위하여 순차적 로딩이 되도록 구현되어야 함
인터페이스 요구사항 (SIR, System Interface Requirement)
요구사항 번호
SIR-001
요구사항 분류
요구사항
요구사항 명칭
연동시스템 최적화 사항
요구사항
상세설명
정의
의 시스템 연동 및 연계 관련 인터페이스 요구사항
세부
내용
○ 키오스크 연계 방안 서술 및 최적화 방안 제시
○ 운영 중인 안양도시공사 홈페이지 연계 방안 서술 및 최적화 방안 제시
○ 시스템 하드웨어 연계 방안 서술 및 최적화 방안 제시
요구사항 번호
SIR-002
요구사항 분류
요구사항
요구사항 명칭
즉시감면서비스 연계 사항
요구사항
상세설명
정의
의 행정안전부 즉시감면서비스 처리 요구사항
세부
내용
○ 즉시감면서비스 인터페이스 연계
- 행정안전부에서 제공하는 즉시감면 API 인터페이스 연동 구축
- 오프라인 및 온라인 결제에 모두 연동 하여야 함
데이터 요구사항 (DAR, Data Requirement)
요구사항 번호
DAR-001
요구사항 분류
사항
요구사항 명칭
데이터 표준 준수
요구사항
상세설명
정의
의 데이터 표준 준수 요구사항
세부
내용
○ 데이터 공유 및 재사용, 데이터 교환, 데이터 품질 향상, 데이터베이스 통합 등을 위하여 데이터는 표준화되어야 함
○ 행정정보의 공동 활용에 필요한 행정코드는 행정표준코드를 준수
요구사항 번호
DAR-002
요구사항 분류
사항
요구사항 명칭
데이터베이스 설계 및 관리
요구사항
상세설명
정의
의 데이터베이스 설계 및 관리 요구사항
세부
내용
○ 향후 업무 변경 및 시스템 확장 등을 고려한 데이터베이스 설계- 데이터 구조(물리, 논리, 개념) 설계 모델링 준수
○ DB 구조 최적화 및 쿼리 튜닝을 통한 데이터 안정성 및 성능 개선",1192,14,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

요구사항
상세설명
정의
의 데이터베이스 설계 및 관리 요구사항
세부
내용
○ 향후 업무 변경 및 시스템 확장 등을 고려한 데이터베이스 설계- 데이터 구조(물리, 논리, 개념) 설계 모델링 준수
○ DB 구조 최적화 및 쿼리 튜닝을 통한 데이터 안정성 및 성능 개선
○ 개인정보 및 민감정보 DB 암호화 적용
○ 개발 설계단계에서 데이터베이스 설계서 협의 및 완료 후 제출
○ 완료 단계에서 데이터 구조 검증, 데이터 구조 변경이력 관리 지원
○ 공공기관의 데이터베이스 표준화 지침(행정안전부고시 제2019-20호)
○ 공공 데이터 공통표준용어(행정안전부고시 제2020-66호), 공공데이터 관리지침(행정안전부고시 제2019-71호)
○ 공공정보 품질관리 매뉴얼(‘18.1월)
○ 메타데이터시스템 자료 등록 및 데이터 개방을 고려하여 설계
테스트 요구사항 (TER, Test Requirement)
요구사항 번호
TER-001
요구사항 분류
사항
요구사항 명칭
테스트 일반사항
요구사항
상세설명
정의
의 일반적인 테스트 요구사항
세부
내용
○ 시험운영은 개발 초기부터 구축 완료까지 지속 실시하여야 하며, 테스트 결과를 반영하여 오류사항, 미비점 등은 즉시 보완 적용
○ 발생 가능한 상황에 대한 시나리오를 작성하여 테스트를 실시하여야 하며, 요구되는 성능요건을 충족하여야 함
○ 개발완료 된 시스템을 대상으로 검수 전 최소 2회 이상 통합테스트 실시
○ 구축 시스템의 전 시스템 운영환경, 응용프로그램 및 데이터 등 테스트 할수 있는 시나리오 기반의 모든 테스트 실시
○ 차수별 테스트 실시결과 및 보완·조치결과 보고서 제출
요구사항 번호
TER-002
요구사항 분류
사항
요구사항 명칭
단위테스트 및 통합테스트
요구사항
상세설명
정의
의 단위테스트 및 통합테스트 요구사항
세부
내용
트 계획서 및 결과서 제출
○ 통합테스트 계획서 및 결과서 제출
보안 요구사항 (SER, Security Requirement)
요구사항 번호
SER-001
요구사항 분류
항
요구사항 명칭
항및 취약점 개선
요구사항
상세설명
정의
의 보안 일반사항 및 취약점 개선 요구사항
세부
내용
○ 보안 관련법규 준수 및 대외 보안유지 철저
○ 관리자 페이지는 별도 도메인 URL을 사용하고 홈페이지 메뉴에 노출시키지 않아야 하며, 관리자 페이지 접속기록 표시 및 유지",1143,15,63
경기도 안양시_호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역.hwp,hwp,20240633082,0.0,경기도 안양시,호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역,49500000.0,2024-06-24 19:50:43,2024-07-05 17:00:00,"[발주기관: 경기도 안양시 | 사업명: 호계체육관 배드민턴장 및 탁구장 예약시스템 구축 용역 | 사업금액: 4.95천만원 | 입찰마감일: 2024년 7월 5일]

요구사항
상세설명
정의
의 보안 일반사항 및 취약점 개선 요구사항
세부
내용
○ 보안 관련법규 준수 및 대외 보안유지 철저
○ 관리자 페이지는 별도 도메인 URL을 사용하고 홈페이지 메뉴에 노출시키지 않아야 하며, 관리자 페이지 접속기록 표시 및 유지
○ 개발 시 정품 소프트웨어를 사용하여야 하며, 불법 소프트웨어 사용으로 인한 문제는 사업자의 일괄 책임
○ 해킹, 바이러스 등으로 인한 침해사고를 예방하고 보안대책에 따라 과업을 수행하며, 과업수행 기술자에 대한 정기 보안교육 실시
○ 과업관련 자료는 웹 하드, 웹 메일 등 외부에 저장하거나 전송 금지
○ 과업수행 시내·외부 통신망 사용, 전산장비(USB 등) 반·출입 및 저장매체 사용 시 발주자 감독관의 사전승인을 득하여야 함
○ 과업 수행 시 취득·사용한 모든 자료·정보 등은 다른 용도로 사용할 수 없으며, 과업종료 시 발주자 감독관 입회하에 전량 삭제·파기조치하여야 함
○ 본 사업과 관련하여 취득한 정보를 유출 또는 누설하여서는 아니되며, 이를 위반하여 발생하는 모든 문제의 민·형사상 책임은 사업자가 짐
○ 보안위반 시 보안위약금이 발생할 수 있음
요구사항 번호
SER-002
요구사항 분류
항
요구사항 명칭",602,16,63
